,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
3122,26593560,10/30/2013 07:01:00 AM,10/30/2013 07:10:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11238.0,351 PROSPECT PLACE,PROSPECT PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,10/30/2013 07:10:00 AM,08 BROOKLYN,BROOKLYN,994008.0,185864.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.676825124619995,-73.9648204693341,"(40.67682512461999, -73.96482046933409)"
3123,26590300,10/30/2013 07:00:25 AM,10/31/2013 02:41:34 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11226.0,6 PARKSIDE COURT,PARKSIDE COURT,DEAD END,PARKSIDE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2013 03:00:25 PM,10/30/2013 09:17:19 AM,09 BROOKLYN,BROOKLYN,995108.0,178259.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65594981156417,-73.96086699951935,"(40.655949811564184, -73.96086699951935)"
3124,26595281,10/30/2013 07:00:24 AM,10/30/2013 10:12:11 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365.0,69-15 166 STREET,166 STREET,69 AVENUE,JEWEL AVENUE,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,10/30/2013 03:00:24 PM,10/30/2013 10:12:11 AM,08 QUEENS,QUEENS,1038825.0,206269.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.732669052807495,-73.80308121976603,"(40.73266905280749, -73.80308121976603)"
3125,26592672,10/30/2013 07:00:00 AM,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10305.0,46 DONLEY AVENUE,DONLEY AVENUE,VIRGINIA AVENUE,CLIFTON AVENUE,,,ADDRESS,STATEN ISLAND,,,Open,,,01 STATEN ISLAND,STATEN ISLAND,962616.0,160969.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60847267185198,-74.07791502506312,"(40.60847267185198, -74.07791502506313)"
3126,26595078,10/30/2013 06:59:17 AM,10/30/2013 08:31:46 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222.0,144 FREEMAN STREET,FREEMAN STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2013 02:59:17 PM,10/30/2013 08:31:46 AM,01 BROOKLYN,BROOKLYN,996408.0,206816.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.734330446809395,-73.95613016385114,"(40.73433044680939, -73.95613016385114)"
3127,26595649,10/30/2013 06:57:06 AM,10/30/2013 07:41:58 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470.0,714 PENFIELD STREET,PENFIELD STREET,WHITE PLAINS ROAD,BARNES AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/30/2013 02:57:06 PM,10/30/2013 07:41:58 AM,12 BRONX,BRONX,1025952.0,268994.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.90490126909648,-73.84913999300602,"(40.904901269096484, -73.84913999300602)"
3128,26589946,10/30/2013 06:57:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11217.0,,,,,STATE STREET,BOND STREET,INTERSECTION,BROOKLYN,,,Open,,,02 BROOKLYN,BROOKLYN,988577.0,189775.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.687564250226906,-73.98439779239298,"(40.68756425022691, -73.98439779239298)"
3129,26591740,10/30/2013 06:56:00 AM,10/30/2013 10:29:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10314.0,,,,,WILLOWBROOK ROAD,WOODWARD AVENUE,INTERSECTION,STATEN ISLAND,,,Closed,,10/30/2013 10:29:00 AM,02 STATEN ISLAND,STATEN ISLAND,944532.0,159271.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.603749411669995,-74.143034621583,"(40.603749411669995, -74.143034621583)"
3130,26593222,10/30/2013 06:55:30 AM,10/30/2013 09:14:05 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214.0,1810 CROPSEY AVENUE,CROPSEY AVENUE,18 AVENUE,BAY 19 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2013 02:55:30 PM,10/30/2013 09:14:05 AM,11 BROOKLYN,BROOKLYN,982287.0,158759.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.602432864257544,-74.00706911982256,"(40.60243286425755, -74.00706911982256)"
3131,26594209,10/30/2013 06:55:00 AM,,DSNY,BCC - Brooklyn South,Sanitation Condition,12 Dead Animals,Sidewalk,11220.0,53 STREET,53 STREET,7 AVENUE,8 AVENUE,,,BLOCKFACE,BROOKLYN,,DSNY Garage,Open,,,07 BROOKLYN,BROOKLYN,982429.0,172482.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.640099667142685,-74.00656145373466,"(40.64009966714269, -74.00656145373465)"
3132,26594466,10/30/2013 06:49:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Manufacturing Noise (NK1),,11211.0,398 MORGAN AVENUE,MORGAN AVENUE,SKILLMAN AVENUE,JACKSON STREET,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,1001779.0,200763.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.717707423958714,-73.93676570169863,"(40.71770742395871, -73.93676570169862)"
3133,26591067,10/30/2013 06:46:20 AM,10/30/2013 07:19:57 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10016.0,145 MADISON AVE,MADISON AVE,,,,,LATLONG,NEW YORK,,Precinct,Closed,10/30/2013 02:46:20 PM,10/30/2013 07:19:57 AM,05 MANHATTAN,MANHATTAN,988742.0,211115.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.746137348777864,-73.98378859834833,"(40.74613734877787, -73.98378859834833)"
3134,26591070,10/30/2013 06:46:00 AM,10/30/2013 12:00:00 PM,DSNY,BCC - Queens West,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11106.0,33-16 BROADWAY,BROADWAY,33 STREET,34 STREET,,,ADDRESS,Astoria,,DSNY Garage,Closed,,10/30/2013 12:00:00 PM,01 QUEENS,QUEENS,1005419.0,216582.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76111867416653,-73.92358495270865,"(40.761118674166525, -73.92358495270864)"
3135,26591072,10/30/2013 06:45:02 AM,10/30/2013 10:08:35 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385.0,62-42 80 ROAD,80 ROAD,62 STREET,64 LANE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,10/30/2013 02:45:02 PM,10/30/2013 10:08:35 AM,05 QUEENS,QUEENS,1014618.0,192504.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69500368016124,-73.8904874440512,"(40.695003680161236, -73.8904874440512)"
3136,26590206,10/30/2013 06:44:09 AM,10/30/2013 07:05:51 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11101.0,31-10 37 AVENUE,37 AVENUE,31 STREET,32 STREET,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,10/30/2013 02:44:09 PM,10/30/2013 07:05:51 AM,01 QUEENS,QUEENS,1003396.0,214305.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.754873505232524,-73.93089398197345,"(40.75487350523252, -73.93089398197345)"
3137,26594414,10/30/2013 06:43:13 AM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,11694.0,215 BEACH 123 STREET,BEACH 123 STREET,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,,,ADDRESS,ROCKAWAY PARK,,,Open,11/04/2013 06:43:13 AM,,14 QUEENS,QUEENS,1027758.0,150043.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.578402643554185,-73.84337607159324,"(40.57840264355419, -73.84337607159324)"
3138,26593337,10/30/2013 06:42:36 AM,10/30/2013 10:39:53 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11379.0,78-12 67 ROAD,67 ROAD,78 STREET,79 STREET,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Closed,10/30/2013 02:42:36 PM,10/30/2013 10:39:53 AM,05 QUEENS,QUEENS,1018909.0,198858.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71242813457786,-73.87498063128669,"(40.71242813457786, -73.87498063128669)"
3139,26591996,10/30/2013 06:42:27 AM,10/30/2013 08:17:01 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218.0,405 EAST 7 STREET,EAST 7 STREET,BEVERLY ROAD,AVENUE C,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2013 02:42:27 PM,10/30/2013 08:17:01 AM,12 BROOKLYN,BROOKLYN,991901.0,173167.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64197672784396,-73.97243102936937,"(40.64197672784396, -73.97243102936937)"
3140,26592261,10/30/2013 06:42:21 AM,10/30/2013 07:22:03 AM,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10462.0,1601 BRONXDALE AVENUE,BRONXDALE AVENUE,PIERCE AVENUE,BEND,,,ADDRESS,BRONX,,Precinct,Closed,10/30/2013 02:42:21 PM,10/30/2013 07:22:03 AM,11 BRONX,BRONX,1023831.0,246637.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.843548038593,-73.85694493207,"(40.843548038593, -73.85694493206998)"
3141,26592195,10/30/2013 06:41:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003.0,12 EAST 13 STREET,EAST 13 STREET,5 AVENUE,UNIVERSITY PLACE,,,ADDRESS,NEW YORK,,,Open,,,02 MANHATTAN,MANHATTAN,986055.0,207070.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73503578629074,-73.9934869313022,"(40.735035786290744, -73.99348693130221)"
3142,26590318,10/30/2013 06:40:50 AM,,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10029.0,325 EAST 106 STREET,EAST 106 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,,Open,,,11 MANHATTAN,MANHATTAN,1000549.0,227132.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.790085965345405,-73.9411388966149,"(40.79008596534541, -73.94113889661489)"
3143,26591257,10/30/2013 06:39:27 AM,10/30/2013 07:06:55 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11101.0,31-10 37 AVENUE,37 AVENUE,31 STREET,32 STREET,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,10/30/2013 02:39:27 PM,10/30/2013 07:06:55 AM,01 QUEENS,QUEENS,1003396.0,214305.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.754873505232524,-73.93089398197345,"(40.75487350523252, -73.93089398197345)"
3144,26593743,10/30/2013 06:37:49 AM,,DOT,Department of Transportation,Highway Condition,Concrete Barrier,Highway,11201.0,,,,,,,,BROOKLYN,,,Open,11/09/2013 06:37:49 AM,,02 BROOKLYN,BROOKLYN,989445.0,193174.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,BQE/Gowanus Expwy,West/Staten Island Bound,Ramp,Tillary St /Manhattan Bridge (Exit 29),,,,40.69689325306035,-73.98126535470078,"(40.69689325306035, -73.98126535470078)"
3145,26593830,10/30/2013 06:29:23 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10036.0,,,,,WEST   44 STREET,6 AVENUE,INTERSECTION,NEW YORK,,,Open,11/13/2013 06:29:23 AM,,05 MANHATTAN,MANHATTAN,988913.0,214759.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Port Authority Bus Terminal,,,,,,,,40.75613911897527,-73.98316894112523,"(40.75613911897527, -73.98316894112523)"
3146,26595816,10/30/2013 06:25:00 AM,10/30/2013 07:50:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11208.0,,,,,101 AVENUE,DREW STREET,INTERSECTION,QUEENS,,,Closed,,10/30/2013 07:50:00 AM,05 QUEENS,QUEENS,1022152.0,186812.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.679351404431,-73.86335052399524,"(40.679351404431, -73.86335052399524)"
3147,26591389,10/30/2013 06:24:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11364.0,,,,,FRANCIS LEWIS BOULEVARD,UNION TURNPIKE,INTERSECTION,Oakland Gardens,,,Open,,,08 QUEENS,QUEENS,1047965.0,205967.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7317790216387,-73.77010506026257,"(40.7317790216387, -73.77010506026257)"
3148,26592912,10/30/2013 06:23:34 AM,10/31/2013 01:35:48 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10128.0,1313 MADISON AVENUE,MADISON AVENUE,EAST 92 STREET,EAST 93 STREET,,,ADDRESS,NEW YORK,,,Closed,11/09/2013 06:23:34 AM,10/31/2013 01:35:48 AM,08 MANHATTAN,MANHATTAN,996521.0,225320.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78511902207535,-73.95568864996149,"(40.78511902207535, -73.95568864996149)"
3149,26593003,10/30/2013 06:21:13 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Trunk Split,Street,10002.0,79 CLINTON STREET,CLINTON STREET,RIVINGTON STREET,WILLIAMSBURG BRIDGE,,,ADDRESS,NEW YORK,,,Assigned,11/04/2013 07:29:41 AM,10/30/2013 07:30:24 AM,03 MANHATTAN,MANHATTAN,988347.0,201161.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71881625542662,-73.98522019459082,"(40.71881625542662, -73.98522019459081)"
3150,26592256,10/30/2013 06:19:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003.0,211 EAST 13 STREET,EAST 13 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,,Open,,,03 MANHATTAN,MANHATTAN,987803.0,206110.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.732400293034,-73.98718004548837,"(40.732400293034004, -73.98718004548837)"
3151,26589505,10/30/2013 06:18:51 AM,10/30/2013 07:39:50 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11205.0,11 ADELPHI STREET,ADELPHI STREET,,,,,LATLONG,BROOKLYN,,Precinct,Closed,10/30/2013 02:18:51 PM,10/30/2013 07:39:50 AM,02 BROOKLYN,BROOKLYN,991815.0,193408.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69753381996436,-73.97271819930377,"(40.69753381996437, -73.97271819930376)"
3152,26594907,10/30/2013 06:16:01 AM,10/30/2013 06:16:01 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10462.0,1838 HUNT AVENUE,HUNT AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,,Closed,,10/30/2013 12:00:00 AM,11 BRONX,BRONX,1021456.0,247655.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84635247280561,-73.86552307987617,"(40.846352472805606, -73.86552307987617)"
3153,26590439,10/30/2013 06:16:00 AM,,DSNY,BCC - Bronx,Sanitation Condition,12 Dead Animals,Sidewalk,10470.0,,,,,MARTHA AVENUE,EAST 236 STREET,INTERSECTION,BRONX,,DSNY Garage,Open,,,12 BRONX,BRONX,1021581.0,266664.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.89852575461133,-73.86496536928055,"(40.89852575461133, -73.86496536928055)"
3154,26591222,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10040.0,720 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST 190 STREET,CABRINI BOULEVARD,,,ADDRESS,NEW YORK,,,Open,,,12 MANHATTAN,MANHATTAN,1002173.0,251745.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.857638501256616,-73.93520835050265,"(40.857638501256616, -73.93520835050266)"
3155,26591297,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11210.0,1513 BROOKLYN AVENUE,BROOKLYN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,,Open,,,17 BROOKLYN,BROOKLYN,1000299.0,171006.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63603400996233,-73.94217552836673,"(40.63603400996233, -73.94217552836673)"
3156,26589480,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10314.0,468 SOUTH GANNON AVENUE,SOUTH GANNON AVENUE,SHERADEN AVENUE,ARDMORE AVENUE,,,ADDRESS,STATEN ISLAND,,,Open,,,02 STATEN ISLAND,STATEN ISLAND,945884.0,160607.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60742241075353,-74.13817332303556,"(40.607422410753536, -74.13817332303556)"
3157,26592236,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11435.0,147-07 HILLSIDE AVENUE,HILLSIDE AVENUE,SUTPHIN BOULEVARD,148 STREET,,,ADDRESS,Jamaica,,,Open,,,08 QUEENS,QUEENS,1037051.0,196473.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70579222158138,-73.80955903144726,"(40.70579222158138, -73.80955903144726)"
3158,26589479,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11379.0,83-12 60 AVENUE,60 AVENUE,83 STREET,83 PLACE,,,ADDRESS,Middle Village,,,Open,,,05 QUEENS,QUEENS,1018217.0,204445.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.727765772262934,-73.87744856424929,"(40.72776577226294, -73.8774485642493)"
3159,26590359,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10028.0,EAST   86 STREET,EAST   86 STREET,3 AVENUE,LEXINGTON AVENUE,,,BLOCKFACE,NEW YORK,,,Open,,,08 MANHATTAN,MANHATTAN,996772.0,223148.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.779157107276795,-73.95478632170517,"(40.7791571072768, -73.95478632170517)"
3160,26595059,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11375.0,,,,,70 AVENUE,108 STREET,INTERSECTION,Forest Hills,,,Open,,,06 QUEENS,QUEENS,1027359.0,202712.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72296928615766,-73.84447579512485,"(40.72296928615766, -73.84447579512484)"
3161,26592255,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11357.0,145-04 14 AVENUE,14 AVENUE,PARSONS BOULEVARD,145 PLACE,,,ADDRESS,Whitestone,,,Open,,,07 QUEENS,QUEENS,1033512.0,226015.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.786897836426725,-73.82210696337218,"(40.786897836426725, -73.82210696337218)"
3162,26595881,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Water System,Defective Street Cut (WZZ1),,10034.0,VERMILYEA AVENUE,VERMILYEA AVENUE,ISHAM STREET,WEST  207 STREET,,,BLOCKFACE,NEW YORK,,,Open,,,12 MANHATTAN,MANHATTAN,1006400.0,255165.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.867015771824775,-73.91991644931115,"(40.867015771824775, -73.91991644931115)"
3163,26589534,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Water System,Other Water Problem (Use Comments) (WZZ),,11201.0,,,,,JAY STREET,PLYMOUTH STREET,INTERSECTION,BROOKLYN,,,Open,,,02 BROOKLYN,BROOKLYN,987963.0,195675.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.703758659163924,-73.98660848862916,"(40.703758659163924, -73.98660848862916)"
3164,26593141,10/30/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Plate Noisy/Sunken/Raised (SB5),,11204.0,19 AVENUE,19 AVENUE,50 STREET,DEAD END,,,BLOCKFACE,BROOKLYN,,,Open,,,12 BROOKLYN,BROOKLYN,990054.0,167517.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62647008084363,-73.97909121318152,"(40.62647008084363, -73.97909121318152)"
3165,26593814,10/30/2013 06:13:01 AM,10/30/2013 06:58:52 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453.0,1823 SEDGWICK AVENUE,SEDGWICK AVENUE,UNDERCLIFF AVENUE,PALISADE PLACE,,,ADDRESS,BRONX,,Precinct,Closed,10/30/2013 02:13:01 PM,10/30/2013 06:58:52 AM,05 BRONX,BRONX,1006641.0,249948.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85269607328328,-73.91906253992714,"(40.852696073283276, -73.91906253992714)"
3166,26591988,10/30/2013 06:10:49 AM,10/30/2013 06:44:42 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101.0,38-32 11 STREET,11 STREET,38 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,10/30/2013 02:10:49 PM,10/30/2013 06:44:42 AM,01 QUEENS,QUEENS,1000321.0,215467.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.758069022097494,-73.94199017748313,"(40.758069022097494, -73.94199017748313)"
3167,26589533,10/30/2013 06:07:00 AM,10/30/2013 03:02:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10467.0,3045 MATTHEWS AVENUE,MATTHEWS AVENUE,ADEE AVENUE,BURKE AVENUE,,,ADDRESS,BRONX,,,Closed,,10/30/2013 03:02:00 PM,12 BRONX,BRONX,1022297.0,256427.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87042536847779,-73.86243359302192,"(40.87042536847779, -73.86243359302192)"
