#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2016-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid, tmpf ,  dwpf ,  drct ,  sknt ,  p01m ,  presentwx
CMI,2016-11-22 23:53,43.00,30.90,100.00,10.00,0.00,M
CMI,2016-11-23 00:53,43.00,32.00,100.00,11.00,0.00,M
CMI,2016-11-23 01:53,42.10,32.00,100.00,13.00,0.00,M
CMI,2016-11-23 02:53,41.00,33.10,110.00,12.00,0.00,-RA
CMI,2016-11-23 03:53,39.90,34.00,120.00,10.00,1.52,RA
CMI,2016-11-23 04:53,39.90,35.10,110.00,6.00,1.27,+RA
CMI,2016-11-23 05:53,39.90,35.10,120.00,13.00,3.56,RA
CMI,2016-11-23 06:53,39.90,35.10,110.00,13.00,1.02,-RA
CMI,2016-11-23 07:44,39.90,36.00,110.00,12.00,0.76,-RA
CMI,2016-11-23 07:53,39.90,37.00,110.00,13.00,0.76,-RA
CMI,2016-11-23 08:26,39.90,37.00,120.00,14.00,1.02,-RA BR
CMI,2016-11-23 08:53,39.00,37.90,130.00,12.00,1.78,-RA BR
CMI,2016-11-23 09:04,39.00,37.90,130.00,12.00,0.25,-RA BR
CMI,2016-11-23 09:44,39.00,37.90,130.00,13.00,0.25,BR
CMI,2016-11-23 09:53,39.90,37.90,120.00,16.00,0.25,BR
CMI,2016-11-23 10:01,39.90,37.90,120.00,16.00,0.00,M
CMI,2016-11-23 10:53,39.90,39.00,140.00,10.00,0.00,M
CMI,2016-11-23 11:44,39.90,39.00,130.00,14.00,0.51,RA BR
CMI,2016-11-23 11:53,39.90,39.00,130.00,16.00,1.27,+RA BR
CMI,2016-11-23 11:59,39.90,39.00,130.00,14.00,0.51,RA BR
CMI,2016-11-23 12:07,39.90,39.00,130.00,15.00,1.02,RA BR
CMI,2016-11-23 12:53,39.90,39.00,120.00,15.00,3.81,-RA BR
CMI,2016-11-23 13:14,41.00,39.00,120.00,16.00,0.25,-RA BR
CMI,2016-11-23 13:20,41.00,39.00,120.00,17.00,0.25,-RA BR
CMI,2016-11-23 13:31,41.00,39.90,120.00,16.00,0.25,-RA BR
CMI,2016-11-23 13:53,42.10,39.90,120.00,14.00,0.25,-RA BR
CMI,2016-11-23 14:53,43.00,42.10,140.00,11.00,0.76,-RA BR
CMI,2016-11-23 15:01,43.00,42.10,140.00,10.00,0.00,BR
CMI,2016-11-23 15:20,43.00,42.10,140.00,9.00,0.00,-RA BR
CMI,2016-11-23 15:53,44.10,43.00,140.00,12.00,0.00,-RA
CMI,2016-11-23 16:53,45.00,43.00,150.00,11.00,0.51,M
CMI,2016-11-23 17:16,45.00,44.10,140.00,12.00,0.00,-RA BR
CMI,2016-11-23 17:53,45.00,44.10,150.00,12.00,0.25,-RA BR
CMI,2016-11-23 18:24,46.00,45.00,150.00,10.00,0.00,-RA BR
CMI,2016-11-23 18:53,46.00,45.00,150.00,9.00,0.51,-RA BR
CMI,2016-11-23 19:53,46.90,46.90,170.00,10.00,0.51,BR
CMI,2016-11-23 20:14,46.90,46.00,170.00,10.00,0.00,BR
CMI,2016-11-23 20:29,46.00,46.00,180.00,9.00,0.00,BR
CMI,2016-11-23 20:48,46.40,46.40,180.00,13.00,0.00,-RA BR
CMI,2016-11-23 20:53,46.00,46.00,180.00,12.00,0.00,-RA BR
CMI,2016-11-23 21:15,46.00,46.00,180.00,11.00,0.51,-RA BR
CMI,2016-11-23 21:53,46.00,46.00,180.00,10.00,1.02,-RA BR
CMI,2016-11-23 22:34,46.00,46.00,180.00,10.00,0.00,BR
CMI,2016-11-23 22:41,46.00,46.00,190.00,9.00,0.00,BR
CMI,2016-11-23 22:53,46.00,46.00,190.00,9.00,0.00,BR
CMI,2016-11-23 23:12,46.00,46.00,200.00,9.00,0.00,BR
CMI,2016-11-23 23:29,46.00,46.00,200.00,8.00,0.00,BR
CMI,2016-11-23 23:53,46.90,45.00,210.00,8.00,0.00,BR
CMI,2016-11-24 00:02,46.90,45.00,210.00,7.00,0.00,BR
CMI,2016-11-24 00:16,46.90,46.00,220.00,7.00,0.00,BR
CMI,2016-11-24 00:33,48.00,46.00,230.00,9.00,0.00,BR
CMI,2016-11-24 00:53,48.00,46.00,230.00,10.00,0.00,-RA BR
CMI,2016-11-24 01:53,48.00,46.90,260.00,10.00,0.00,BR
CMI,2016-11-24 02:06,48.00,46.90,270.00,9.00,0.00,BR
CMI,2016-11-24 02:17,48.00,46.90,270.00,8.00,0.00,BR
CMI,2016-11-24 02:26,48.00,46.90,270.00,8.00,0.00,BR
CMI,2016-11-24 02:39,48.00,46.00,270.00,8.00,0.00,BR
CMI,2016-11-24 02:51,48.20,46.40,270.00,8.00,0.00,BR
CMI,2016-11-24 02:53,48.00,46.00,260.00,9.00,0.00,-RA BR
CMI,2016-11-24 03:22,46.90,44.10,280.00,13.00,0.00,BR
CMI,2016-11-24 03:53,46.00,43.00,280.00,14.00,0.00,BR
CMI,2016-11-24 04:21,45.00,42.10,280.00,15.00,0.00,BR
CMI,2016-11-24 04:53,45.00,M,280.00,15.00,0.00,BR
CMI,2016-11-24 05:10,44.10,M,270.00,14.00,0.00,BR
CMI,2016-11-24 05:25,44.10,M,280.00,13.00,0.00,BR
CMI,2016-11-24 05:37,44.10,M,280.00,14.00,0.00,BR
CMI,2016-11-24 05:45,44.10,M,280.00,13.00,0.00,HZ
CMI,2016-11-24 05:53,44.10,M,280.00,10.00,0.00,BR
CMI,2016-11-24 06:06,43.00,M,280.00,15.00,0.00,HZ
CMI,2016-11-24 06:18,43.00,M,280.00,16.00,0.00,BR
CMI,2016-11-24 06:53,43.00,M,280.00,13.00,0.00,HZ
CMI,2016-11-24 07:45,42.10,M,280.00,16.00,0.00,M
CMI,2016-11-24 07:53,42.10,M,280.00,14.00,0.00,M
CMI,2016-11-24 08:53,42.10,37.90,290.00,12.00,0.00,BR
CMI,2016-11-24 09:37,41.00,37.90,280.00,11.00,0.00,M
CMI,2016-11-24 09:44,41.00,37.90,280.00,12.00,0.00,BR
CMI,2016-11-24 09:53,41.00,37.90,280.00,11.00,0.00,M
CMI,2016-11-24 10:53,41.00,37.00,280.00,11.00,0.00,M
CMI,2016-11-24 11:27,39.90,36.00,300.00,9.00,0.00,M
CMI,2016-11-24 11:53,39.90,36.00,290.00,12.00,0.00,M
CMI,2016-11-24 12:53,39.90,36.00,290.00,6.00,0.00,M
CMI,2016-11-24 13:53,39.90,35.10,290.00,9.00,0.00,M
CMI,2016-11-24 14:53,39.90,35.10,290.00,9.00,0.00,M
CMI,2016-11-24 15:53,39.90,35.10,300.00,7.00,0.00,M
CMI,2016-11-24 16:53,39.90,34.00,260.00,5.00,0.00,M
CMI,2016-11-24 17:53,39.90,34.00,260.00,9.00,0.00,M
CMI,2016-11-24 18:53,39.90,34.00,280.00,8.00,0.00,HZ
CMI,2016-11-24 19:53,39.90,34.00,280.00,5.00,0.00,M
CMI,2016-11-24 20:53,39.00,34.00,250.00,9.00,0.00,M
CMI,2016-11-24 21:53,39.00,34.00,230.00,5.00,0.00,M
CMI,2016-11-24 22:53,39.00,34.00,250.00,5.00,0.00,HZ
CMI,2016-11-24 23:53,39.00,34.00,260.00,7.00,0.00,M
CMI,2016-11-25 00:53,39.00,34.00,240.00,5.00,0.00,HZ
CMI,2016-11-25 01:02,39.00,34.00,220.00,5.00,0.00,M
CMI,2016-11-25 01:53,39.00,33.10,210.00,6.00,0.00,M
CMI,2016-11-25 02:53,39.00,34.00,270.00,5.00,0.00,M
CMI,2016-11-25 03:09,39.00,33.10,270.00,5.00,0.00,M
CMI,2016-11-25 03:53,39.00,33.10,250.00,7.00,0.00,M
CMI,2016-11-25 04:53,37.90,33.10,290.00,7.00,0.00,M
CMI,2016-11-25 05:53,37.90,33.10,270.00,8.00,0.00,M
CMI,2016-11-25 06:53,39.00,33.10,280.00,7.00,0.00,M
CMI,2016-11-25 07:53,37.90,33.10,290.00,5.00,0.00,M
CMI,2016-11-25 08:53,39.00,33.10,290.00,4.00,0.00,M
CMI,2016-11-25 09:53,37.90,34.00,300.00,3.00,0.00,M
CMI,2016-11-25 10:53,37.90,34.00,240.00,3.00,0.00,M
CMI,2016-11-25 11:53,37.90,35.10,250.00,3.00,0.00,M
CMI,2016-11-25 12:53,39.00,35.10,290.00,3.00,0.00,M
CMI,2016-11-25 13:53,39.00,35.10,310.00,5.00,0.00,BR
CMI,2016-11-25 14:17,39.00,35.10,320.00,5.00,0.00,BR
CMI,2016-11-25 14:53,39.00,33.10,320.00,6.00,0.00,HZ
CMI,2016-11-25 15:53,39.90,32.00,310.00,7.00,0.00,M
CMI,2016-11-25 16:53,41.00,32.00,320.00,7.00,0.00,M
CMI,2016-11-25 17:53,39.90,32.00,300.00,8.00,0.00,M
CMI,2016-11-25 18:53,41.00,33.10,290.00,10.00,0.00,M
CMI,2016-11-25 19:53,41.00,33.10,270.00,11.00,0.00,M
CMI,2016-11-25 20:53,41.00,34.00,270.00,10.00,0.00,M
CMI,2016-11-25 21:53,41.00,35.10,270.00,9.00,0.00,M
CMI,2016-11-25 22:53,41.00,35.10,270.00,6.00,0.00,M
CMI,2016-11-25 23:53,41.00,36.00,260.00,5.00,0.00,M
CMI,2016-11-26 00:53,41.00,36.00,270.00,5.00,0.00,M
CMI,2016-11-26 01:53,41.00,36.00,270.00,5.00,0.00,M
CMI,2016-11-26 02:53,41.00,36.00,260.00,7.00,0.00,M
CMI,2016-11-26 03:53,41.00,36.00,250.00,6.00,0.00,M
CMI,2016-11-26 04:53,41.00,35.10,260.00,7.00,0.00,M
CMI,2016-11-26 05:53,41.00,36.00,250.00,7.00,0.00,M
CMI,2016-11-26 06:53,41.00,35.10,260.00,5.00,0.00,M
CMI,2016-11-26 07:53,41.00,36.00,260.00,6.00,0.00,M
CMI,2016-11-26 08:53,41.00,36.00,250.00,4.00,0.00,M
CMI,2016-11-26 09:53,37.00,34.00,250.00,6.00,0.00,M
CMI,2016-11-26 10:53,35.10,32.00,250.00,6.00,0.00,M
CMI,2016-11-26 11:53,33.10,30.90,230.00,4.00,0.00,M
CMI,2016-11-26 12:53,32.00,28.90,210.00,3.00,0.00,BR
CMI,2016-11-26 13:53,35.10,32.00,220.00,4.00,0.00,BR
CMI,2016-11-26 14:53,37.90,34.00,230.00,6.00,0.00,BR
CMI,2016-11-26 15:53,41.00,37.00,210.00,7.00,0.00,BR
CMI,2016-11-26 16:53,44.10,37.90,220.00,10.00,0.00,M
CMI,2016-11-26 17:16,46.00,39.00,210.00,12.00,0.00,M
CMI,2016-11-26 17:46,45.00,37.90,230.00,12.00,0.00,M
CMI,2016-11-26 17:53,46.00,37.90,230.00,12.00,0.00,M
CMI,2016-11-26 18:53,46.90,37.90,210.00,12.00,0.00,M
CMI,2016-11-26 19:24,48.90,37.90,220.00,12.00,0.00,M
CMI,2016-11-26 19:36,48.00,37.00,210.00,10.00,0.00,M
CMI,2016-11-26 19:53,48.00,37.90,210.00,11.00,0.00,M
CMI,2016-11-26 20:53,48.00,37.90,210.00,11.00,0.00,M
CMI,2016-11-26 21:53,46.00,37.90,190.00,10.00,0.00,M
CMI,2016-11-26 22:53,43.00,36.00,180.00,9.00,0.00,M
CMI,2016-11-26 23:53,41.00,36.00,170.00,8.00,0.00,M
CMI,2016-11-27 00:53,39.90,35.10,180.00,8.00,0.00,M
CMI,2016-11-27 01:53,39.00,34.00,180.00,13.00,0.00,M
CMI,2016-11-27 02:53,37.90,33.10,190.00,11.00,0.00,M
CMI,2016-11-27 03:53,37.00,33.10,190.00,11.00,0.00,M
CMI,2016-11-27 04:53,36.00,32.00,180.00,9.00,0.00,M
CMI,2016-11-27 05:53,33.10,30.00,180.00,5.00,0.00,BR
CMI,2016-11-27 06:53,35.10,32.00,170.00,9.00,0.00,BR
CMI,2016-11-27 07:53,35.10,32.00,170.00,8.00,0.00,BR
CMI,2016-11-27 08:53,33.10,30.00,170.00,7.00,0.00,BR
CMI,2016-11-27 09:53,34.00,30.90,180.00,10.00,0.00,BR
CMI,2016-11-27 10:53,34.00,30.90,180.00,9.00,0.00,BR
CMI,2016-11-27 11:04,33.10,30.90,190.00,9.00,0.00,BR
CMI,2016-11-27 11:14,33.10,30.90,190.00,11.00,0.00,BR
CMI,2016-11-27 11:48,33.80,32.00,200.00,10.00,0.00,BR
CMI,2016-11-27 11:53,34.00,32.00,200.00,10.00,0.00,BR
CMI,2016-11-27 12:07,34.00,33.10,200.00,9.00,0.00,FG
CMI,2016-11-27 12:27,35.10,33.10,200.00,9.00,0.00,FG
CMI,2016-11-27 12:34,35.10,33.10,200.00,10.00,0.00,FG
CMI,2016-11-27 12:53,35.10,33.10,200.00,13.00,0.00,FG
CMI,2016-11-27 12:56,35.10,33.10,200.00,14.00,0.00,FG
CMI,2016-11-27 13:13,35.10,33.10,190.00,12.00,0.00,FG
CMI,2016-11-27 13:29,35.10,34.00,190.00,9.00,0.00,FG
CMI,2016-11-27 13:41,35.10,33.10,180.00,11.00,0.00,FG
CMI,2016-11-27 13:53,35.10,34.00,180.00,9.00,0.00,FG
CMI,2016-11-27 14:53,35.10,34.00,180.00,12.00,0.00,FG
CMI,2016-11-27 15:11,36.00,35.10,190.00,12.00,0.00,FG
CMI,2016-11-27 15:36,36.00,35.10,180.00,10.00,0.00,FG
CMI,2016-11-27 15:46,36.00,35.10,160.00,10.00,0.00,FG
CMI,2016-11-27 15:53,36.00,35.10,170.00,11.00,0.00,FG
CMI,2016-11-27 16:06,36.00,35.10,160.00,11.00,0.00,FG
CMI,2016-11-27 16:53,37.00,35.10,160.00,14.00,0.00,BR
CMI,2016-11-27 17:07,37.00,36.00,160.00,14.00,0.00,FG
CMI,2016-11-27 17:40,37.90,37.00,180.00,17.00,0.00,BR
CMI,2016-11-27 17:53,37.90,36.00,180.00,16.00,0.00,BR
CMI,2016-11-27 18:39,39.00,37.00,180.00,16.00,0.00,BR
CMI,2016-11-27 18:53,39.90,37.00,170.00,15.00,0.00,BR
CMI,2016-11-27 19:53,43.00,37.90,170.00,15.00,0.00,HZ
CMI,2016-11-27 20:53,44.10,39.00,160.00,15.00,0.00,HZ
CMI,2016-11-27 21:53,44.10,37.90,150.00,13.00,0.00,M
CMI,2016-11-27 22:53,44.10,37.90,160.00,14.00,0.00,M
CMI,2016-11-27 23:53,44.10,37.90,160.00,17.00,0.00,M
CMI,2016-11-28 00:53,43.00,37.00,160.00,14.00,0.00,M
CMI,2016-11-28 01:53,43.00,37.00,160.00,14.00,0.00,M
CMI,2016-11-28 02:53,43.00,37.00,160.00,17.00,0.25,-RA
CMI,2016-11-28 03:53,43.00,36.00,150.00,17.00,0.51,-RA
CMI,2016-11-28 04:53,43.00,36.00,150.00,18.00,0.25,-RA
CMI,2016-11-28 05:53,44.10,36.00,160.00,21.00,0.25,M
CMI,2016-11-28 06:53,44.10,36.00,180.00,20.00,0.76,-RA
CMI,2016-11-28 07:53,44.10,37.00,160.00,20.00,1.02,-RA
CMI,2016-11-28 08:53,43.00,37.90,180.00,20.00,2.29,-RA
CMI,2016-11-28 09:03,43.00,39.00,180.00,19.00,0.51,+RA BR
CMI,2016-11-28 09:26,43.00,39.00,170.00,20.00,0.76,-RA
CMI,2016-11-28 09:53,43.00,39.00,170.00,22.00,0.76,-RA
CMI,2016-11-28 10:53,44.10,39.00,170.00,22.00,0.00,M
CMI,2016-11-28 11:29,44.10,39.00,160.00,16.00,0.00,M
CMI,2016-11-28 11:53,44.10,39.00,160.00,20.00,0.00,M
CMI,2016-11-28 12:53,45.00,39.90,170.00,19.00,0.00,M
CMI,2016-11-28 13:21,45.00,41.00,170.00,19.00,0.00,M
CMI,2016-11-28 13:53,45.00,41.00,170.00,21.00,0.00,M
CMI,2016-11-28 14:14,45.00,42.10,160.00,20.00,0.00,-RA BR
CMI,2016-11-28 14:51,44.60,42.80,150.00,16.00,0.25,BR
CMI,2016-11-28 14:53,45.00,42.10,150.00,18.00,0.25,BR
CMI,2016-11-28 15:53,46.90,43.00,160.00,20.00,0.00,-RA
CMI,2016-11-28 16:24,48.00,44.10,160.00,19.00,0.00,M
CMI,2016-11-28 16:44,48.00,45.00,160.00,20.00,0.00,M
CMI,2016-11-28 16:53,48.00,45.00,160.00,20.00,0.00,-RA
CMI,2016-11-28 17:20,48.90,46.00,170.00,24.00,1.27,+RA BR
CMI,2016-11-28 17:53,48.90,46.00,170.00,21.00,4.32,RA BR
CMI,2016-11-28 18:53,50.00,46.90,160.00,18.00,4.06,RA BR
CMI,2016-11-28 19:29,51.10,48.00,150.00,17.00,2.54,+RA BR
CMI,2016-11-28 19:53,51.10,48.00,150.00,17.00,4.06,RA BR
CMI,2016-11-28 20:39,50.00,48.00,150.00,21.00,1.27,RA BR
CMI,2016-11-28 20:53,50.00,46.90,140.00,21.00,1.78,RA BR
CMI,2016-11-28 21:53,50.00,48.90,150.00,23.00,1.52,-RA
CMI,2016-11-28 22:04,50.00,M,150.00,21.00,0.00,-RA
CMI,2016-11-28 22:17,50.00,M,150.00,20.00,0.25,-RA
CMI,2016-11-28 22:26,50.00,M,150.00,20.00,0.51,-RA
CMI,2016-11-28 22:53,50.00,48.00,150.00,17.00,0.76,-RA
CMI,2016-11-28 23:02,50.00,M,160.00,20.00,0.00,-RA
CMI,2016-11-28 23:53,51.10,M,150.00,21.00,0.76,-RA
CMI,2016-11-29 00:08,51.10,50.00,150.00,20.00,0.00,-RA
CMI,2016-11-29 00:53,51.10,50.00,170.00,16.00,0.00,M
CMI,2016-11-29 01:53,51.10,M,200.00,16.00,0.00,M
CMI,2016-11-29 02:14,51.10,50.00,200.00,16.00,0.00,M
CMI,2016-11-29 02:53,51.10,51.10,190.00,19.00,0.25,M
CMI,2016-11-29 03:07,51.10,51.10,200.00,22.00,0.00,M
CMI,2016-11-29 03:53,50.00,50.00,200.00,19.00,0.00,M
CMI,2016-11-29 04:53,50.00,46.90,210.00,20.00,0.00,M
CMI,2016-11-29 05:29,50.00,46.00,220.00,20.00,0.00,M
CMI,2016-11-29 05:53,50.00,45.00,220.00,18.00,0.00,M
CMI,2016-11-29 06:53,48.90,44.10,220.00,19.00,0.00,M
CMI,2016-11-29 07:53,46.90,43.00,230.00,12.00,0.00,M
CMI,2016-11-29 08:53,44.10,41.00,180.00,7.00,0.00,M
CMI,2016-11-29 09:53,45.00,42.10,190.00,11.00,0.00,M
CMI,2016-11-29 10:53,46.00,42.10,170.00,14.00,0.00,M
CMI,2016-11-29 11:53,46.00,43.00,180.00,15.00,0.00,M
CMI,2016-11-29 12:53,46.00,43.00,180.00,16.00,0.00,M
CMI,2016-11-29 13:53,46.00,43.00,180.00,14.00,0.00,M
CMI,2016-11-29 14:53,48.00,45.00,180.00,16.00,0.00,M
CMI,2016-11-29 15:53,51.10,46.90,180.00,17.00,0.00,M
CMI,2016-11-29 16:53,54.00,48.00,180.00,14.00,0.00,M
CMI,2016-11-29 17:53,55.00,46.00,180.00,16.00,0.00,M
CMI,2016-11-29 18:53,57.90,46.90,160.00,17.00,0.00,M
CMI,2016-11-29 19:53,55.90,46.00,150.00,13.00,0.00,M
CMI,2016-11-29 20:53,55.90,46.00,170.00,17.00,0.00,M
CMI,2016-11-29 21:53,55.00,46.90,170.00,15.00,0.00,M
CMI,2016-11-29 22:53,52.00,46.90,190.00,12.00,0.00,M
CMI,2016-11-29 23:53,52.00,46.00,200.00,12.00,0.00,M
CMI,2016-11-30 00:53,48.00,44.10,210.00,5.00,0.00,M
CMI,2016-11-30 01:53,46.00,43.00,190.00,8.00,0.00,M
CMI,2016-11-30 02:53,48.00,44.10,190.00,10.00,0.00,M
CMI,2016-11-30 03:53,48.00,44.10,190.00,9.00,0.00,M
CMI,2016-11-30 04:53,46.00,43.00,200.00,8.00,0.00,M
CMI,2016-11-30 05:53,46.00,43.00,240.00,9.00,0.00,M
CMI,2016-11-30 06:53,42.10,37.90,280.00,8.00,0.00,M
CMI,2016-11-30 07:53,37.90,34.00,280.00,7.00,0.00,M
CMI,2016-11-30 08:53,35.10,32.00,280.00,6.00,0.00,M
CMI,2016-11-30 09:53,35.10,32.00,260.00,5.00,0.00,M
CMI,2016-11-30 10:53,34.00,30.90,260.00,5.00,0.00,M
CMI,2016-11-30 11:53,33.10,30.00,250.00,5.00,0.00,M
CMI,2016-11-30 12:53,33.10,28.90,210.00,5.00,0.00,M
CMI,2016-11-30 13:53,34.00,30.90,200.00,6.00,0.00,M
CMI,2016-11-30 14:53,39.90,33.10,240.00,8.00,0.00,M
CMI,2016-11-30 15:53,42.10,33.10,250.00,12.00,0.00,M
CMI,2016-11-30 16:53,43.00,33.10,270.00,15.00,0.00,M
CMI,2016-11-30 17:53,43.00,32.00,260.00,18.00,0.00,M
CMI,2016-11-30 18:53,42.10,32.00,270.00,16.00,0.00,M
CMI,2016-11-30 19:12,39.90,32.00,270.00,15.00,0.00,M
CMI,2016-11-30 19:53,39.00,30.90,260.00,15.00,0.00,M
CMI,2016-11-30 20:53,37.90,30.90,250.00,16.00,0.00,M
CMI,2016-11-30 21:53,37.90,30.90,260.00,14.00,0.00,M
CMI,2016-11-30 22:53,37.90,30.90,250.00,13.00,0.00,M
CMI,2016-11-30 23:53,37.00,33.10,250.00,11.00,0.00,-RA
CMI,2016-12-01 00:23,37.00,32.00,250.00,11.00,0.00,-RA
CMI,2016-12-01 00:53,37.90,30.00,250.00,16.00,0.00,-RA
CMI,2016-12-01 01:53,37.00,30.00,250.00,11.00,0.00,M
CMI,2016-12-01 02:53,37.00,28.90,250.00,13.00,0.00,M
CMI,2016-12-01 03:53,37.00,28.90,240.00,11.00,0.00,M
CMI,2016-12-01 04:53,37.00,30.00,230.00,10.00,0.00,M
CMI,2016-12-01 05:53,37.00,30.00,240.00,14.00,0.00,M
CMI,2016-12-01 06:53,37.00,28.00,240.00,14.00,0.00,M
CMI,2016-12-01 07:53,37.00,28.00,250.00,17.00,0.00,M
CMI,2016-12-01 08:53,37.00,28.90,240.00,14.00,0.00,M
CMI,2016-12-01 09:04,36.00,28.90,250.00,12.00,0.00,M
CMI,2016-12-01 09:53,37.00,28.00,250.00,15.00,0.00,M
CMI,2016-12-01 10:53,37.00,28.00,250.00,15.00,0.00,M
CMI,2016-12-01 11:53,36.00,28.90,250.00,12.00,0.00,M
CMI,2016-12-01 12:53,36.00,28.90,M,M,0.00,M
CMI,2016-12-01 13:53,36.00,28.90,250.00,12.00,0.00,M
CMI,2016-12-01 14:53,37.00,30.00,260.00,15.00,0.00,M
CMI,2016-12-01 15:53,39.00,30.00,270.00,16.00,0.00,M
CMI,2016-12-01 16:53,39.00,30.00,270.00,16.00,0.00,M
CMI,2016-12-01 17:53,39.00,30.00,280.00,13.00,0.00,M
CMI,2016-12-01 18:53,39.00,30.00,250.00,15.00,0.00,M
CMI,2016-12-01 19:53,39.00,30.00,250.00,13.00,0.00,M
CMI,2016-12-01 20:53,39.00,28.90,260.00,14.00,0.00,M
CMI,2016-12-01 21:53,37.90,30.00,260.00,11.00,0.00,M
CMI,2016-12-01 22:53,37.00,30.00,250.00,11.00,0.00,M
CMI,2016-12-01 23:53,37.00,30.00,240.00,12.00,0.00,M
CMI,2016-12-02 00:53,37.00,28.90,260.00,9.00,0.00,M
CMI,2016-12-02 01:53,37.00,28.90,250.00,11.00,0.00,M
CMI,2016-12-02 02:53,37.00,28.90,270.00,10.00,0.00,M
CMI,2016-12-02 03:53,37.00,28.00,270.00,9.00,0.00,M
CMI,2016-12-02 04:53,36.00,28.90,270.00,10.00,0.00,M
CMI,2016-12-02 05:53,36.00,28.90,250.00,8.00,0.00,M
CMI,2016-12-02 06:53,36.00,28.90,250.00,5.00,0.00,M
CMI,2016-12-02 07:24,36.00,30.00,240.00,6.00,0.00,M
CMI,2016-12-02 07:36,36.00,30.00,250.00,6.00,0.00,M
CMI,2016-12-02 07:53,36.00,30.00,250.00,7.00,0.00,M
CMI,2016-12-02 08:53,36.00,30.90,240.00,8.00,0.00,M
CMI,2016-12-02 09:53,36.00,30.00,260.00,8.00,0.00,M
CMI,2016-12-02 10:53,36.00,30.00,250.00,6.00,0.00,M
CMI,2016-12-02 11:06,36.00,30.00,250.00,7.00,0.00,M
CMI,2016-12-02 11:53,36.00,30.00,250.00,7.00,0.00,M
CMI,2016-12-02 12:53,36.00,30.90,240.00,6.00,0.00,M
CMI,2016-12-02 13:53,37.00,30.90,250.00,5.00,0.00,M
CMI,2016-12-02 14:53,37.90,30.90,270.00,11.00,0.00,HZ
CMI,2016-12-02 15:53,39.00,32.00,270.00,12.00,0.00,M
CMI,2016-12-02 16:22,39.00,32.00,270.00,12.00,0.00,M
CMI,2016-12-02 16:53,39.90,32.00,260.00,12.00,0.00,M
CMI,2016-12-02 17:31,39.90,32.00,280.00,12.00,0.00,M
CMI,2016-12-02 17:53,39.90,32.00,270.00,12.00,0.00,M
CMI,2016-12-02 18:16,39.90,30.90,280.00,12.00,0.00,M
CMI,2016-12-02 18:53,39.90,33.10,290.00,13.00,0.00,M
CMI,2016-12-02 19:53,41.00,32.00,280.00,9.00,0.00,M
CMI,2016-12-02 20:28,41.00,32.00,270.00,8.00,0.00,M
CMI,2016-12-02 20:53,41.00,33.10,260.00,9.00,0.00,M
CMI,2016-12-02 21:53,39.90,33.10,260.00,5.00,0.00,M
CMI,2016-12-02 22:53,39.00,34.00,260.00,5.00,0.00,M
CMI,2016-12-02 23:53,39.00,34.00,260.00,4.00,0.00,M
CMI,2016-12-03 00:53,39.00,34.00,250.00,5.00,0.00,M
CMI,2016-12-03 01:53,39.00,33.10,320.00,5.00,0.00,M
CMI,2016-12-03 02:53,39.00,33.10,310.00,4.00,0.00,M
CMI,2016-12-03 03:53,39.00,33.10,320.00,5.00,0.00,M
CMI,2016-12-03 04:53,37.90,30.90,330.00,5.00,0.00,M
CMI,2016-12-03 05:53,37.90,28.00,330.00,10.00,0.00,M
CMI,2016-12-03 06:53,37.00,28.00,330.00,10.00,0.00,M
CMI,2016-12-03 07:53,36.00,27.00,320.00,8.00,0.00,M
CMI,2016-12-03 08:53,36.00,27.00,320.00,3.00,0.00,M
CMI,2016-12-03 09:53,35.10,28.00,270.00,3.00,0.00,M
CMI,2016-12-03 10:53,32.00,28.00,240.00,4.00,0.00,M
CMI,2016-12-03 11:53,33.10,28.90,320.00,3.00,0.00,M
CMI,2016-12-03 12:53,34.00,28.00,340.00,7.00,0.00,M
CMI,2016-12-03 13:53,34.00,26.10,360.00,7.00,0.00,M
CMI,2016-12-03 14:53,34.00,25.00,360.00,8.00,0.00,M
CMI,2016-12-03 15:53,36.00,25.00,310.00,4.00,0.00,M
CMI,2016-12-03 16:53,37.00,26.10,310.00,6.00,0.00,M
CMI,2016-12-03 17:53,37.00,27.00,M,4.00,0.00,M
CMI,2016-12-03 18:53,37.00,28.00,270.00,4.00,0.00,M
CMI,2016-12-03 19:53,37.90,28.00,310.00,4.00,0.00,M
CMI,2016-12-03 20:53,37.00,28.00,320.00,6.00,0.00,M
CMI,2016-12-03 21:02,37.00,28.00,330.00,5.00,0.00,M
CMI,2016-12-03 21:53,37.00,28.00,0.00,0.00,0.00,M
CMI,2016-12-03 22:53,33.10,27.00,60.00,5.00,0.00,M
CMI,2016-12-03 23:53,33.10,27.00,60.00,5.00,0.00,M
CMI,2016-12-04 00:53,32.00,27.00,50.00,6.00,0.00,M
CMI,2016-12-04 01:53,32.00,27.00,50.00,6.00,0.00,M
CMI,2016-12-04 02:53,32.00,27.00,60.00,6.00,0.00,M
CMI,2016-12-04 03:53,32.00,27.00,70.00,5.00,0.00,M
CMI,2016-12-04 04:53,32.00,27.00,80.00,4.00,0.00,M
