,dates,Date,HourlyPrecip,AltimeterFlag,RelativeHumidityFlag,WetBulbCelsius,SeaLevelPressureFlag,Altimeter,ValueForWindCharacterFlag,HourlyPrecipFlag,SkyConditionFlag,DewPointFarenheitFlag,DewPointFarenheit,DewPointCelsiusFlag,RecordType,dates.1,DryBulbCelsiusFlag,WetBulbFarenheitFlag,SkyCondition,WindDirectionFlag,PressureChangeFlag,RelativeHumidity,SeaLevelPressure,RecordTypeFlag,DewPointCelsius,Time,PressureTendencyFlag,StationPressure,WeatherType,WBAN,WindDirection,WeatherTypeFlag,sethour,VisibilityFlag,WindSpeed,DryBulbFarenheit,ValueForWindCharacter,DryBulbFarenheitFlag,Visibility,DryBulbCelsius,PressureTendency,StationType,StationPressureFlag,WindSpeedFlag,WetBulbFarenheit,PressureChange,WetBulbCelsiusFlag
9,2015-08-10 08:00:00,20150810, , , ,21.5, ,29.88, , , , ,68, ,SP,2015-08-10 08:00:00, , ,SCT017 BKN026 BKN055, , ,76,M, ,20.0,8, ,29.16, ,94846,350, ,8, ,7,76, , ,9.0,24.4, ,11, , ,71, , 
10,2015-08-10 08:00:00,20150810, , , ,21.8, ,29.88, , , , ,68, ,AA,2015-08-10 08:00:00, , ,FEW017 BKN028 BKN150, , ,71,29.87, ,20.0,8, ,29.16, ,94846,VR , ,8, ,6,78, , ,10.0,25.6, ,11, , ,71, , 
11,2015-08-11 08:00:00,20150811, , , ,19.5, ,30.05, , , , ,62, ,AA,2015-08-11 08:00:00, , ,FEW024 SCT250, , ,62,30.04, ,16.7,8, ,29.33, ,94846,010, ,8, ,8,76, , ,10.0,24.4, ,11, , ,67, , 
12,2015-08-12 08:00:00,20150812, , , ,18.1, ,30.19, , , , ,60, ,AA,2015-08-12 08:00:00, , ,SCT026, , ,66,30.18, ,15.6,8, ,29.47, ,94846,020, ,8, ,5,72, , ,10.0,22.2, ,11, , ,65, , 
13,2015-08-13 08:00:00,20150813, , , ,19.6, ,30.11, , , , ,61, ,AA,2015-08-13 08:00:00, , ,FEW180 BKN300, , ,56,30.10, ,16.1,8, ,29.39, ,94846,240, ,8, ,13,78, , ,10.0,25.6, ,11, , ,67, , 
14,2015-08-14 08:00:00,20150814, , , ,21.5, ,30.12, , , , ,68, ,AA,2015-08-14 08:00:00, , ,FEW100 SCT140 OVC170, , ,76,30.11, ,20.0,8, ,29.39, ,94846,280, ,8, ,10,76, , ,10.0,24.4, ,11, , ,71, , 
15,2015-08-15 08:00:00,20150815, , , ,21.7, ,30.14, , , , ,67, ,AA,2015-08-15 08:00:00, , ,FEW047CB FEW060 SCT150, , ,67,30.13, ,19.4,8, ,29.41, ,94846,240, ,8, ,7,79, , ,10.0,26.1, ,11, , ,71, , 
16,2015-08-16 08:00:00,20150816, , , ,23.5, ,30.11, , , , ,71, ,AA,2015-08-16 08:00:00, , ,FEW040 FEW250, , ,69,30.10, ,21.7,8, ,29.39, ,94846,210, ,8, ,7,82, , ,10.0,27.8, ,11, , ,74, , 
17,2015-08-17 08:00:00,20150817, , , ,22.5, ,30.04, , , , ,68, ,AA,2015-08-17 08:00:00, , ,FEW040, , ,63,30.02, ,20.0,8, ,29.32, ,94846,220, ,8, ,8,82, , ,10.0,27.8, ,11, , ,73, , 
18,2015-08-18 08:00:00,20150818, , , ,20.7, ,29.87, , , , ,67, ,AA,2015-08-18 08:00:00, , ,SCT017, , ,79,29.86, ,19.4,8, ,29.15, ,94846,200, ,8, ,8,74, , ,10.0,23.3, ,11, , ,69, , 
19,2015-08-19 08:00:00,20150819, , , ,18.5, ,29.68, , , , ,62, ,AA,2015-08-19 08:00:00, , ,FEW014 BKN019 BKN030, , ,73,29.66, ,16.7,8, ,28.96, ,94846,230, ,8, ,11,71,21, ,10.0,21.7, ,11, , ,65, , 
20,2015-08-20 08:00:00,20150820, , , ,13.8, ,29.83, , , , ,52, ,AA,2015-08-20 08:00:00, , ,BKN024 BKN036, , ,68,29.82, ,11.1,8, ,29.11, ,94846,270, ,8, ,16,63,26, ,10.0,17.2, ,11, , ,57, , 
21,2015-08-21 08:00:00,20150821, , , ,16.2, ,30.1, , , , ,52, ,AA,2015-08-21 08:00:00, , ,FEW060, , ,46,30.09, ,11.1,8, ,29.38, ,94846,190, ,8, ,10,74, , ,10.0,23.3, ,11, , ,61, , 
22,2015-08-22 08:00:00,20150822, , , ,17.7, ,30.12, , , , ,56, ,AA,2015-08-22 08:00:00, , ,FEW250, , ,50,30.11, ,13.3,8, ,29.39, ,94846,170, ,8, ,11,76, , ,10.0,24.4, ,11, , ,64, , 
23,2015-08-23 08:00:00,20150823, , , ,20.2, ,29.85, , , , ,67, ,AA,2015-08-23 08:00:00, , ,OVC010, , ,87,29.83, ,19.4,8, ,29.13, ,94846,240, ,8, ,13,71,22, ,7.0,21.7, ,11, , ,68, , 
24,2015-08-24 08:00:00,20150824, , , ,13.4, ,29.95, , , , ,49, ,AA,2015-08-24 08:00:00, , ,CLR, , ,56,29.94, ,9.4,8, ,29.23, ,94846,270, ,8, ,15,65, , ,10.0,18.3, ,11, , ,56, , 
25,2015-08-25 08:00:00,20150825, , , ,12.5, ,30.02, , , , ,49, ,AA,2015-08-25 08:00:00, , ,OVC030, , ,65,30.02, ,9.4,8, ,29.3, ,94846,290, ,8, ,11,61, , ,10.0,16.1, ,11, , ,55, , 
26,2015-08-26 08:00:00,20150826, , , ,13.8, ,30.17, , , , ,53, ,AA,2015-08-26 08:00:00, , ,FEW019 OVC030, , ,73,30.16, ,11.7,8, ,29.44, ,94846,350, ,8, ,8,62, , ,10.0,16.7, ,11, , ,57, , 
27,2015-08-27 08:00:00,20150827, , , ,14.2, ,30.2, , , , ,52, ,AA,2015-08-27 08:00:00, , ,SCT031, , ,63,30.20, ,11.1,8, ,29.47, ,94846,120, ,8, ,5,65, , ,10.0,18.3, ,11, , ,58, , 
28,2015-08-28 08:00:00,20150828, , , ,17.4, ,30.15, , , , ,59, ,AA,2015-08-28 08:00:00, , ,BKN180 OVC250, , ,68,30.14, ,15.0,8, ,29.42, ,94846,210, ,8, ,6,70, , ,10.0,21.1, ,11, , ,63, , 
29,2015-08-29 08:00:00,20150829,0.01, , ,17.6, ,30.03, , , , ,63, ,AA,2015-08-29 08:00:00, , ,SCT049 OVC080, , ,93,30.02, ,17.2,8, ,29.31,BR,94846,100, ,8, ,9,65, , ,6.0,18.3, ,11, , ,64, , 
30,2015-08-30 08:00:00,20150830, , , ,18.6, ,30.08, , , , ,64, ,SP,2015-08-30 08:00:00, , ,FEW009 OVC025, , ,87,M, ,17.8,8, ,29.36,BR,94846,020, ,8, ,7,68, , ,5.0,20.0, ,11, , ,66, , 
31,2015-08-30 08:00:00,20150830, , , ,18.8, ,30.08, , , , ,64, ,AA,2015-08-30 08:00:00, , ,FEW009 OVC025, , ,84,30.07, ,17.8,8, ,29.36,HZ,94846,030, ,8, ,7,69, , ,5.0,20.6, ,11, , ,66, , 
32,2015-08-31 08:00:00,20150831, , , ,19.6, ,30.07, , , , ,66, ,SP,2015-08-31 08:00:00, , ,FEW032, , ,87,M, ,18.9,8, ,29.35,BR,94846,000, ,8, ,0,70, , ,5.0,21.1, ,11, , ,67, , 
33,2015-08-31 08:00:00,20150831, , , ,20.4, ,30.08, , , , ,66, ,AA,2015-08-31 08:00:00, , ,CLR, , ,76,30.07, ,18.9,8, ,29.36, ,94846,000, ,8, ,0,74, , ,8.0,23.3, ,11, , ,69, , 
0,2015-08-01 09:00:00,20150801, , , ,18.5, ,29.99, , , , ,56, ,AA,2015-08-01 09:00:00, , ,SCT095 SCT150, , ,44,29.97, ,13.3,9, ,29.27, ,94846,270, ,9, ,14,80, , ,10.0,26.7, ,11, , ,65, , 
1,2015-08-02 09:00:00,20150802, , , ,21.7, ,29.81, , , , ,64, ,AA,2015-08-02 09:00:00, , ,FEW150 FEW350, , ,49,29.80, ,17.8,9, ,29.09, ,94846,250, ,9, ,16,85,24, ,10.0,29.4, ,11, , ,71, , 
2,2015-08-03 09:00:00,20150803, , , ,17.9, ,29.86, , , , ,56, ,AA,2015-08-03 09:00:00, , ,FEW050, , ,48,29.84, ,13.3,9, ,29.14, ,94846,290, ,9, ,10,77, , ,10.0,25.0, ,11, , ,64, , 
3,2015-08-04 09:00:00,20150804, , , ,16.5, ,29.97, , , , ,50, ,AA,2015-08-04 09:00:00, , ,FEW060 BKN250, , ,38,29.96, ,10.0,9, ,29.25, ,94846,270, ,9, ,15,78,21, ,10.0,25.6, ,11, , ,62, , 
4,2015-08-05 09:00:00,20150805, , , ,17.4, ,30.06, , , , ,52, ,AA,2015-08-05 09:00:00, , ,FEW060 BKN250, , ,38,30.04, ,11.1,9, ,29.34, ,94846,000, ,9, ,0,80, , ,10.0,26.7, ,11, , ,63, , 
5,2015-08-06 09:00:00,20150806, , , ,18.9, ,29.97, , , , ,59, ,AA,2015-08-06 09:00:00, , ,SCT037 SCT250, , ,52,29.96, ,15.0,9, ,29.25, ,94846,050, ,9, ,9,78, , ,10.0,25.6, ,11, , ,66, , 
6,2015-08-07 09:00:00,20150807, , , ,18.7, ,29.93, , , , ,59, ,AA,2015-08-07 09:00:00, , ,FEW041 FEW150 SCT250, , ,54,29.92, ,15.0,9, ,29.21, ,94846,160, ,9, ,8,77, , ,10.0,25.0, ,11, , ,66, , 
7,2015-08-08 09:00:00,20150808, , , ,21.7, ,29.93, , , , ,66, ,AA,2015-08-08 09:00:00, , ,SCT030 SCT100 SCT200, , ,60,29.91, ,18.9,9, ,29.21, ,94846,300, ,9, ,8,81, , ,10.0,27.2, ,11, , ,71, , 
8,2015-08-09 09:00:00,20150809, , , ,20.4, ,30.0, , , , ,67, ,AA,2015-08-09 09:00:00, , ,BKN048 BKN060 OVC120, , ,84,29.98, ,19.4,9, ,29.28,HZ,94846,170, ,9, ,5,72, , ,4.0,22.2, ,11, , ,69, , 
9,2015-08-10 09:00:00,20150810, , , ,22.0, ,29.88, , , , ,68, ,SP,2015-08-10 09:00:00, , ,SCT022 SCT028 BKN150, , ,69,M, ,20.0,9, ,29.16, ,94846,030, ,9, ,5,79, , ,10.0,26.1, ,11, , ,72, , 
10,2015-08-10 09:00:00,20150810, , , ,22.0, ,29.88, , , , ,67, ,AA,2015-08-10 09:00:00, , ,FEW024 SCT045 BKN075, , ,63,29.86, ,19.4,9, ,29.16, ,94846,VR , ,9, ,3,81, , ,10.0,27.2, ,11, , ,72, , 
11,2015-08-11 09:00:00,20150811, , , ,19.7, ,30.06, , , , ,62, ,AA,2015-08-11 09:00:00, , ,BKN034, , ,60,30.04, ,16.7,9, ,29.34, ,94846,350, ,9, ,8,77, , ,10.0,25.0, ,11, , ,67, , 
12,2015-08-12 09:00:00,20150812, , , ,18.9, ,30.19, , , , ,60, ,AA,2015-08-12 09:00:00, , ,SCT031, , ,58,30.17, ,15.6,9, ,29.47, ,94846,040, ,9, ,5,76, , ,10.0,24.4, ,11, , ,66, , 
13,2015-08-13 09:00:00,20150813, , , ,19.8, ,30.1, , , , ,60, ,AA,2015-08-13 09:00:00, , ,FEW160 SCT300, , ,49,30.09, ,15.6,9, ,29.38, ,94846,210, ,9, ,13,81, , ,10.0,27.2, ,11, , ,68, , 
14,2015-08-14 09:00:00,20150814, , , ,21.8, ,30.12, , , , ,69, ,AA,2015-08-14 09:00:00, , ,FEW070 SCT110 OVC160, , ,79,30.11, ,20.6,9, ,29.39, ,94846,250, ,9, ,8,76, , ,10.0,24.4, ,11, , ,71, , 
15,2015-08-15 09:00:00,20150815, , , ,22.8, ,30.13, , , , ,69, ,AA,2015-08-15 09:00:00, , ,FEW047 FEW150, , ,65,30.12, ,20.6,9, ,29.41, ,94846,VR , ,9, ,6,82, , ,10.0,27.8, ,11, , ,73, , 
16,2015-08-16 09:00:00,20150816, , , ,23.2, ,30.11, , , , ,69, ,AA,2015-08-16 09:00:00, , ,BKN033 BKN042, , ,61,30.10, ,20.6,9, ,29.39, ,94846,230, ,9, ,9,84, , ,10.0,28.9, ,11, , ,74, , 
17,2015-08-17 09:00:00,20150817, , , ,22.8, ,30.04, , , , ,68, ,AA,2015-08-17 09:00:00, , ,SCT034 SCT045, , ,59,30.02, ,20.0,9, ,29.32, ,94846,230, ,9, ,9,84, , ,10.0,28.9, ,11, , ,73, , 
18,2015-08-18 09:00:00,20150818, , , ,20.4, ,29.86, , , , ,66, ,AA,2015-08-18 09:00:00, , ,SCT021 SCT250, , ,76,29.85, ,18.9,9, ,29.14, ,94846,190, ,9, ,8,74, , ,10.0,23.3, ,11, , ,69, , 
19,2015-08-19 09:00:00,20150819, , , ,17.5, ,29.68, , , , ,58, ,SP,2015-08-19 09:00:00, , ,FEW019 SCT024 BKN036, , ,62,M, ,14.4,9, ,28.96, ,94846,240, ,9, ,18,72,28, ,10.0,22.2, ,11, , ,64, , 
20,2015-08-19 09:00:00,20150819, , , ,16.3, ,29.69, , , , ,54, ,AA,2015-08-19 09:00:00, , ,FEW020 SCT075 SCT250, , ,53,29.68, ,12.2,9, ,28.97, ,94846,250, ,9, ,14,72,25, ,10.0,22.2, ,11, , ,61, , 
21,2015-08-20 09:00:00,20150820, , , ,13.8, ,29.86, , , , ,52, ,SP,2015-08-20 09:00:00, , ,BKN030 BKN036, , ,68,M, ,11.0,9, ,29.14, ,94846,260, ,9, ,20,63,25, ,10.0,17.0, ,11, , ,57, , 
22,2015-08-20 09:00:00,20150820, , , ,13.2, ,29.86, , , , ,50, ,AA,2015-08-20 09:00:00, , ,BKN030 BKN036, , ,63,29.85, ,10.0,9, ,29.14, ,94846,270, ,9, ,20,63,26, ,10.0,17.2, ,11, , ,56, , 
23,2015-08-21 09:00:00,20150821, , , ,16.6, ,30.1, , , , ,52, ,AA,2015-08-21 09:00:00, , ,FEW060, , ,43,30.09, ,11.1,9, ,29.38, ,94846,210, ,9, ,11,76, , ,10.0,24.4, ,11, , ,62, , 
24,2015-08-22 09:00:00,20150822, , , ,17.8, ,30.12, , , , ,55, ,AA,2015-08-22 09:00:00, , ,SCT250, , ,45,30.10, ,12.8,9, ,29.39, ,94846,170, ,9, ,18,78, , ,10.0,25.6, ,11, , ,64, , 
25,2015-08-23 09:00:00,20150823, , , ,20.4, ,29.85, , , , ,67, ,SP,2015-08-23 09:00:00, , ,OVC009, , ,84,M, ,19.4,9, ,29.13, ,94846,240, ,9, ,13,72,22, ,8.0,22.2, ,11, , ,69, , 
26,2015-08-23 09:00:00,20150823, , , ,20.2, ,29.85, , , , ,66, ,SP,2015-08-23 09:00:00, , ,BKN012 BKN018 OVC110, , ,79,M, ,19.0,9, ,29.13, ,94846,240, ,9, ,9,73, , ,10.0,23.0, ,11, , ,68, , 
27,2015-08-23 09:00:00,20150823,  T, , ,20.4, ,29.85, , , , ,67, ,AA,2015-08-23 09:00:00, , ,BKN012 BKN018 OVC110, , ,84,29.84, ,19.4,9, ,29.13,-RA,94846,240, ,9, ,9,72, , ,10.0,22.2, ,11, , ,69, , 
28,2015-08-24 09:00:00,20150824, , , ,13.8, ,29.94, , , , ,47, ,AA,2015-08-24 09:00:00, , ,FEW035, , ,46,29.93, ,8.3,9, ,29.22, ,94846,260, ,9, ,17,69,25, ,10.0,20.6, ,11, , ,57, , 
29,2015-08-25 09:00:00,20150825, , , ,12.7, ,30.03, , , , ,49, ,SP,2015-08-25 09:00:00, , ,OVC028, , ,63,M, ,9.4,9, ,29.31, ,94846,310, ,9, ,14,62, , ,10.0,16.7, ,11, , ,55, , 
30,2015-08-25 09:00:00,20150825, , , ,13.0, ,30.04, , , , ,50, ,AA,2015-08-25 09:00:00, , ,OVC029, , ,65,30.03, ,10.0,9, ,29.32, ,94846,300, ,9, ,11,62, , ,10.0,16.7, ,11, , ,55, , 
31,2015-08-26 09:00:00,20150826, , , ,13.8, ,30.18, , , , ,52, ,SP,2015-08-26 09:00:00, , ,OVC028, , ,68,M, ,11.0,9, ,29.45, ,94846,330, ,9, ,11,63, , ,10.0,17.0, ,11, , ,57, , 
32,2015-08-26 09:00:00,20150826, , , ,13.8, ,30.18, , , , ,52, ,AA,2015-08-26 09:00:00, , ,OVC030, , ,68,30.17, ,11.1,9, ,29.45, ,94846,330, ,9, ,9,63, , ,10.0,17.2, ,11, , ,57, , 
33,2015-08-27 09:00:00,20150827, , , ,14.7, ,30.19, , , , ,52, ,AA,2015-08-27 09:00:00, , ,BKN034, , ,59,30.18, ,11.1,9, ,29.47, ,94846,VR , ,9, ,6,67, , ,10.0,19.4, ,11, , ,59, , 
34,2015-08-28 09:00:00,20150828, , , ,17.6, ,30.14, , , , ,59, ,AA,2015-08-28 09:00:00, , ,SCT200 OVC250, , ,66,30.14, ,15.0,9, ,29.41, ,94846,210, ,9, ,8,71, , ,10.0,21.7, ,11, , ,64, , 
35,2015-08-29 09:00:00,20150829,  T, , ,18.4, ,30.04, , , , ,64, ,AA,2015-08-29 09:00:00, , ,FEW011 OVC055, , ,90,30.03, ,17.8,9, ,29.32, ,94846,110, ,9, ,6,67, , ,7.0,19.4, ,11, , ,65, , 
36,2015-08-30 09:00:00,20150830, , , ,19.0, ,30.08, , , , ,64, ,AA,2015-08-30 09:00:00, , ,FEW011 OVC026, , ,81,30.07, ,17.8,9, ,29.36, ,94846,060, ,9, ,5,70, , ,7.0,21.1, ,11, , ,66, , 
37,2015-08-31 09:00:00,20150831, , , ,21.5, ,30.08, , , , ,67, ,AA,2015-08-31 09:00:00, , ,CLR, , ,69,30.07, ,19.4,9, ,29.36, ,94846,000, ,9, ,0,78, , ,10.0,25.6, ,11, , ,71, , 
0,2015-08-01 10:00:00,20150801, , , ,18.6, ,29.98, , , , ,55, ,AA,2015-08-01 10:00:00, , ,SCT080 SCT150, , ,40,29.97, ,12.8,10, ,29.26, ,94846,310, ,10, ,11,82, , ,10.0,27.8, ,11, , ,65, , 
1,2015-08-02 10:00:00,20150802, , , ,21.9, ,29.79, , , , ,63, ,AA,2015-08-02 10:00:00, , ,FEW060 FEW350, , ,43,29.77, ,17.2,10, ,29.07, ,94846,230, ,10, ,20,88,30, ,10.0,31.1, ,11, , ,71, , 
2,2015-08-03 10:00:00,20150803, , , ,17.7, ,29.86, , , , ,54, ,AA,2015-08-03 10:00:00, , ,FEW050, , ,42,29.85, ,12.2,10, ,29.14, ,94846,310, ,10, ,11,79, , ,10.0,26.1, ,11, , ,64, , 
3,2015-08-04 10:00:00,20150804, , , ,16.7, ,29.97, , , , ,50, ,AA,2015-08-04 10:00:00, , ,FEW060 BKN250, , ,36,29.96, ,10.0,10, ,29.25, ,94846,280, ,10, ,11,79, , ,10.0,26.1, ,11, , ,62, , 
4,2015-08-05 10:00:00,20150805, , , ,17.6, ,30.04, , , , ,52, ,AA,2015-08-05 10:00:00, , ,SCT065 BKN250, , ,37,30.03, ,11.1,10, ,29.32, ,94846,040, ,10, ,7,81, , ,10.0,27.2, ,11, , ,64, , 
5,2015-08-06 10:00:00,20150806, , , ,19.6, ,29.97, , , , ,60, ,AA,2015-08-06 10:00:00, , ,SCT043 BKN250, , ,51,29.96, ,15.6,10, ,29.25, ,94846,090, ,10, ,8,80, , ,10.0,26.7, ,11, , ,67, , 
6,2015-08-07 10:00:00,20150807, , , ,19.1, ,29.92, , , , ,59, ,AA,2015-08-07 10:00:00, , ,FEW045 SCT150 BKN250, , ,50,29.91, ,15.0,10, ,29.2, ,94846,190, ,10, ,8,79, , ,10.0,26.1, ,11, , ,67, , 
7,2015-08-08 10:00:00,20150808, , , ,20.8, ,29.93, , , , ,64, ,AA,2015-08-08 10:00:00, , ,SCT035 BKN200 OVC250, , ,58,29.92, ,17.8,10, ,29.21, ,94846,320, ,10, ,13,80, , ,10.0,26.7, ,11, , ,70, , 
8,2015-08-09 10:00:00,20150809, , , ,20.7, ,29.97, , , , ,67, ,AA,2015-08-09 10:00:00, , ,FEW032 BKN080 OVC120, , ,79,29.96, ,19.4,10, ,29.25,HZ,94846,170, ,10, ,6,74, , ,4.0,23.3, ,11, , ,69, , 
9,2015-08-10 10:00:00,20150810, , , ,22.2, ,29.87, , , , ,66, ,AA,2015-08-10 10:00:00, , ,SCT033TCU BKN080 BKN200, , ,55,29.85, ,18.9,10, ,29.15, ,94846,020, ,10, ,3,84, , ,10.0,28.9, ,11, , ,72, , 
10,2015-08-11 10:00:00,20150811, , , ,19.3, ,30.06, , , , ,59, ,AA,2015-08-11 10:00:00, , ,FEW044 BKN065, , ,49,30.04, ,15.0,10, ,29.34, ,94846,350, ,10, ,8,80, , ,10.0,26.7, ,11, , ,67, , 
11,2015-08-12 10:00:00,20150812, , , ,18.0, ,30.17, , , , ,57, ,AA,2015-08-12 10:00:00, , ,BKN041 BKN055, , ,52,30.16, ,13.9,10, ,29.44, ,94846,080, ,10, ,5,76, , ,10.0,24.4, ,11, , ,64, , 
12,2015-08-13 10:00:00,20150813, , , ,19.8, ,30.09, , , , ,60, ,AA,2015-08-13 10:00:00, , ,FEW160 SCT300, , ,49,30.08, ,15.6,10, ,29.37, ,94846,240, ,10, ,14,81,20, ,10.0,27.2, ,11, , ,68, , 
13,2015-08-14 10:00:00,20150814, , , ,23.0, ,30.12, , , , ,70, ,AA,2015-08-14 10:00:00, , ,BKN140 BKN180, , ,69,30.10, ,21.1,10, ,29.39, ,94846,250, ,10, ,13,81, , ,10.0,27.2, ,11, , ,74, , 
14,2015-08-15 10:00:00,20150815, , , ,23.5, ,30.12, , , , ,70, ,AA,2015-08-15 10:00:00, , ,FEW045, , ,63,30.10, ,21.1,10, ,29.39, ,94846,VR , ,10, ,5,84, , ,10.0,28.9, ,11, , ,74, , 
15,2015-08-16 10:00:00,20150816, , , ,23.3, ,30.11, , , , ,69, ,AA,2015-08-16 10:00:00, , ,BKN037 BKN049, , ,59,30.09, ,20.6,10, ,29.39, ,94846,240, ,10, ,8,85, , ,10.0,29.4, ,11, , ,74, , 
16,2015-08-17 10:00:00,20150817, , , ,22.7, ,30.02, , , , ,67, ,AA,2015-08-17 10:00:00, , ,SCT033 BKN041 BKN050, , ,55,30.01, ,19.4,10, ,29.3, ,94846,250, ,10, ,11,85, , ,10.0,29.4, ,11, , ,73, , 
17,2015-08-18 10:00:00,20150818, , , ,20.9, ,29.86, , , , ,67, ,SP,2015-08-18 10:00:00, , ,BKN024, , ,76,M, ,19.4,10, ,29.14, ,94846,220, ,10, ,6,75, , ,10.0,23.9, ,11, , ,70, , 
18,2015-08-18 10:00:00,20150818, , , ,20.6, ,29.86, , , , ,66, ,AA,2015-08-18 10:00:00, , ,BKN024 BKN250, , ,74,29.84, ,18.9,10, ,29.14, ,94846,210, ,10, ,10,75, , ,10.0,23.9, ,11, , ,69, , 
19,2015-08-19 10:00:00,20150819, , , ,16.6, ,29.71, , , , ,55, ,AA,2015-08-19 10:00:00, , ,FEW020 SCT250, , ,55,29.70, ,12.8,10, ,28.99, ,94846,220, ,10, ,16,72,26, ,10.0,22.2, ,11, , ,62, , 
20,2015-08-20 10:00:00,20150820, , , ,13.7, ,29.86, , , , ,50, ,AA,2015-08-20 10:00:00, , ,BKN033, , ,59,29.86, ,10.0,10, ,29.14, ,94846,280, ,10, ,18,65,28, ,10.0,18.3, ,11, , ,57, , 
21,2015-08-21 10:00:00,20150821, , , ,17.5, ,30.09, , , , ,54, ,AA,2015-08-21 10:00:00, , ,FEW060, , ,44,30.08, ,12.2,10, ,29.37, ,94846,180, ,10, ,16,78, , ,10.0,25.6, ,11, , ,64, , 
22,2015-08-22 10:00:00,20150822, , , ,17.7, ,30.11, , , , ,54, ,AA,2015-08-22 10:00:00, , ,FEW070 SCT250, , ,42,30.09, ,12.2,10, ,29.39, ,94846,160, ,10, ,15,79,23, ,10.0,26.1, ,11, , ,64, , 
23,2015-08-23 10:00:00,20150823, , , ,20.7, ,29.85, , , , ,68, ,SP,2015-08-23 10:00:00, , ,BKN017 BKN035 OVC110, , ,87,M, ,20.0,10, ,29.13, ,94846,240, ,10, ,11,72,18, ,10.0,22.2, ,11, , ,69, , 
24,2015-08-23 10:00:00,20150823,  T, , ,16.9, ,29.85, , , , ,59, ,AA,2015-08-23 10:00:00, , ,BKN015 BKN022 OVC033, , ,73,29.84, ,15.0,10, ,29.13, ,94846,280, ,10, ,16,68,26, ,10.0,20.0, ,11, , ,63, , 
25,2015-08-24 10:00:00,20150824, , , ,14.0, ,29.92, , , , ,46, ,AA,2015-08-24 10:00:00, , ,SCT050, , ,41,29.92, ,7.8,10, ,29.2, ,94846,260, ,10, ,18,71,29, ,10.0,21.7, ,11, , ,57, , 
26,2015-08-25 10:00:00,20150825, , , ,13.2, ,30.04, , , , ,50, ,AA,2015-08-25 10:00:00, , ,OVC029, , ,63,30.03, ,10.0,10, ,29.32, ,94846,310, ,10, ,10,63, , ,10.0,17.2, ,11, , ,56, , 
27,2015-08-26 10:00:00,20150826, , , ,13.8, ,30.18, , , , ,52, ,SP,2015-08-26 10:00:00, , ,OVC028, , ,68,M, ,11.1,10, ,29.45, ,94846,350, ,10, ,8,63, , ,10.0,17.2, ,11, , ,57, , 
28,2015-08-26 10:00:00,20150826, , , ,13.5, ,30.18, , , , ,51, ,AA,2015-08-26 10:00:00, , ,OVC026, , ,65,30.17, ,10.6,10, ,29.45, ,94846,340, ,10, ,7,63, , ,10.0,17.2, ,11, , ,56, , 
29,2015-08-27 10:00:00,20150827, , , ,15.3, ,30.19, , , , ,52, ,AA,2015-08-27 10:00:00, , ,BKN036, , ,53,30.18, ,11.1,10, ,29.47, ,94846,130, ,10, ,7,70, , ,10.0,21.1, ,11, , ,60, , 
30,2015-08-28 10:00:00,20150828, , , ,17.6, ,30.14, , , , ,59, ,AA,2015-08-28 10:00:00, , ,FEW160 BKN210 OVC250, , ,66,30.14, ,15.0,10, ,29.41, ,94846,230, ,10, ,9,71, , ,10.0,21.7, ,11, , ,64, , 
31,2015-08-29 10:00:00,20150829,  T, , ,18.4, ,30.04, , , , ,64, ,AA,2015-08-29 10:00:00, , ,FEW012 OVC055, , ,90,30.02, ,17.8,10, ,29.32,-RA,94846,140, ,10, ,8,67, , ,7.0,19.4, ,11, , ,65, , 
32,2015-08-30 10:00:00,20150830, , , ,18.6, ,30.08, , , , ,63, ,SP,2015-08-30 10:00:00, , ,OVC022, , ,79,M, ,17.2,10, ,29.36, ,94846,030, ,10, ,3,70, , ,7.0,21.1, ,11, , ,66, , 
33,2015-08-30 10:00:00,20150830, , , ,19.2, ,30.08, , , , ,64, ,AA,2015-08-30 10:00:00, , ,BKN018 OVC025, , ,79,30.07, ,17.8,10, ,29.36, ,94846,050, ,10, ,6,71, , ,7.0,21.7, ,11, , ,67, , 
34,2015-08-31 10:00:00,20150831, , , ,21.8, ,30.08, , , , ,67, ,AA,2015-08-31 10:00:00, , ,FEW032, , ,65,30.06, ,19.4,10, ,29.36, ,94846,VR , ,10, ,3,80, , ,10.0,26.7, ,11, , ,71, , 
0,2015-08-01 11:00:00,20150801, , , ,18.7, ,29.97, , , , ,55, ,AA,2015-08-01 11:00:00, , ,FEW060 FEW090 SCT130, , ,38,29.95, ,12.8,11, ,29.25, ,94846,280, ,11, ,14,83, , ,10.0,28.3, ,11, , ,66, , 
1,2015-08-02 11:00:00,20150802, , , ,22.0, ,29.78, , , , ,63, ,AA,2015-08-02 11:00:00, , ,FEW060 FEW150 SCT250, , ,42,29.76, ,17.2,11, ,29.06, ,94846,240, ,11, ,14,89,31, ,10.0,31.7, ,11, , ,72, , 
2,2015-08-03 11:00:00,20150803, , , ,16.6, ,29.86, , , , ,49, ,AA,2015-08-03 11:00:00, , ,FEW055, , ,34,29.84, ,9.4,11, ,29.14, ,94846,280, ,11, ,14,80, , ,10.0,26.7, ,11, , ,62, , 
